cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
high pH,formulation,desorption,stability,destabilizes,1,1,high,the Fc fragment more prone to desorption at higher pH
conformation-specific antibodies,structure,specificity,quality_outcome,stabilizes,1,1,high,they often have exquisite specificity and are useful in immunofluorescence studies
high-affinity antibodies,quality_outcome,targeting synaptic receptors,quality_outcome,stabilizes,1,1,high,"produces high-affinity, conformation-specific antibodies targeting diverse synaptic membrane receptors"
higher doses,formulation,less than proportional increases in AAV exposure,stability,destabilizes,1,1,high,higher doses leading to less than proportional increases in AAV exposure across most tissues
higher doses,formulation,increased risk of immunogenicity,quality_outcome,promotes,1,1,high,increased risk for immunogenicity and hepatotoxicity at higher dose levels
low ionic strength,formulation,favored formation of large aggregates,stability,promotes,1,1,high,formation of species with enzyme activity...was favoured under conditions of low ionic strength and neutral pH
decrease in pH,formulation,aggregation,stability,decreases,1,1,high,The amount of high-Mr species diminished as the pH decreased
increased ionic strength,formulation,favored single active species,stability,stabilizes,1,1,high,ionic strength increased to favour a single active species of Mr 65 000
clearance,formulation,drug exposure was highly overpredicted,stability,destabilizes,1,1,high,drug exposure was highly overpredicted without an additional systemic clearance term.
allometric scaling,formulation,predictions,stability,stabilizes,1,1,high,Allometric scaling improved the predictions.
optimized systemic clearance,formulation,fit,stability,stabilizes,1,1,high,optimization led to the best fit.
formulation at pH 6.5,formulation,monomer stability,stability,stabilizes,1,1,high,Formulation at pH 6.5... resulted in high monomeric purity and no submicron proteinaceous particulates.
formulation at pH 5.5 and 7.5,formulation,submicron particle formation,quality_outcome,induces,1,1,high,Formulation at pH 5.5 and 7.5 induced significant submicron and sub-visible particle formation.
elevated temperature,stress,loss of monomer stability,stability,induces,1,1,high,Exposure to thermal stress at elevated temperatures resulted in loss of monomeric purity and aggregation.
freeze-thaw stress,stress,monomer stability,stability,retains,1,1,high,"IgE formulation was resistant to aggregation in response to freeze-thaw stress, retaining high monomeric purity."
trehalose,formulation,charge variants,stability,neutral,1,1,medium,neutral excipients like sucrose and trehalose could alter mAb charges by affecting buffer binding.
nonlinear target-mediated kinetics,formulation,linear clearance decreases,stability,destabilizes,1,1,high,median linear clearance was 26% lower in models that included nonlinear target-mediated kinetics
Fc variants,structure,biological activity,quality_outcome,promotes,1,1,high,restrictive Fc variants altered distribution of M. tuberculosis across innate immune cells.
antibody fab fc,structure,biological activity,quality_outcome,depends on,1,1,high,depends on the collaboration of antibody Fab and Fc.
process parameters,sequence,efficacy,quality_outcome,increases,1,1,high,Pretreatment CD38 density on tumor cells is an important determinant of mAb efficacy.
small molecules,formulation,tumor cd38,sequence,increases,1,1,high,Several small molecules have been found to increase tumor surface CD38.
all-trans retinoic acid,formulation,cd38,sequence,increases,1,1,high,high specificity of all-trans retinoic acid in upregulating CD38.
daratumumab treatment,formulation,biological activity,stability,inhibits,1,1,high,inhibition of MAP kinase pathway signaling in tumor cells after daratumumab treatment.
t cell activation,stress,anti-tumor effects,stability,stabilizes,1,1,high,Activating T cells by HER2xCD3 T cell-engaging bsAb enhanced the anti-tumor effects of anti-HER2 mAb in gastric cancer.
intratumoral T cells,quality_outcome,tumor regression,stability,stabilizes,1,1,high,A higher number of intratumoral T cells were associated with greater tumor regression and improved overall survival foll
t cells,sequence,immunogenicity,stability,modifies,1,1,high,"T cells, mainly CD4T cells, influence NK cell functional and phenotypic changes via interleukin-2 (IL-2) production."
extreme temperatures,stress,instability,stability,destabilizes,1,1,high,the stability of EV-A71 vaccines is often compromised by factors such as extreme temperatures
mutations,sequence,improve expression and thermostability,stability,stabilizes,1,1,high,mutations that improve the expression and thermostability of the prefusion MARV glycoprotein
bevacizumab-loaded plga nanoparticles,formulation,clearance,stability,modifies,1,1,high,altered antibody distribution by encapsulation into nanoparticles
stability studies,stability,stability,stability,prevents,1,1,high,stability studies demonstrated minimal changes in size and drug content
hyperphosphorylation,sequence,aggregation,stability,promotes,1,1,high,hyperphosphorylation state influences aggregate formation due to tau's inability to carry out its normal biological func
agitation stress,stress,submicron aggregation,quality_outcome,induces,1,1,high,"Agitation stress-induced submicron and subvisible aggregation, but monomeric purity was not significantly affected."
advanced chromatographic techniques,formulation,impurity detection resolution,quality_outcome,stabilizes,1,1,high,"highlighting the advancements in separation techniques aimed at improving resolution, speed, and precision of impurity d"
size and charge properties,structure,structural integrity,quality_outcome,stabilizes,1,1,high,"based on their physicochemical properties such as size, charge, isoelectric point, hydrophobicity, and structure"
superficially porous particles,formulation,adsorption,stability,inhibits,1,1,high,"Innovations in chromatography, such as superficially porous particles and novel stationary phases, address challenges li"
light exposure,stress,modifies physico-chemical properties,stability,promotes,1,1,high,"light exposure, able to modify their physico-chemical properties"
antibody adsorption solid-liquid interface,structure,svp propensity,quality_outcome,correlates,1,1,high,the kinetics of antibody adsorption to solid-liquid interfaces correlate strongly with SVP propensity
stirring,stress,svp morphologies,quality_outcome,produces,1,1,high,"stirring resulted in similar SVP morphologies, in contrast to the unique morphologies produced by agitation"
mAb therapies,formulation,reduce viral load,stability,stabilizes,1,1,high,prophylactic mAb therapies...could substantially reduce viral load
solution properties,formulation,instability,quality_outcome,positive,1,1,high,"critical material, geometric, and operational parameters that increase the probability of clogging"
higher alemtuzumab exposure,formulation,low t cell prediction,quality_outcome,destabilizes,1,1,high,Higher alemtuzumab exposure was associated with lower individual-predicted T cells 4 weeks after administration.
higher alemtuzumab exposure,formulation,longer T cell recovery,stability,destabilizes,1,1,high,Higher alemtuzumab exposure was associated with... longer T cell recovery (>200 cells/L).
pH-dependent sma model,structure,pH,stability,predicts,1,1,high,the well-calibrated pH-dependent SMA model showed a satisfactory capability for predicting the pH gradient elution behav
pH gradient elution,formulation,yield,quality_outcome,improves,1,1,high,improving the yield from 70.07% to 74.91%.
thermal stabilization of carfentanil mAb,structure,efficacy to reverse respiratory depression,quality_outcome,correlates,1,1,high,The degree of thermal stabilization of carfentanil-bound mAb correlated with greater efficacy.
short-term administration,formulation,immunogenicity,quality_outcome,stabilizes,1,1,high,short-term administration of immunosuppressants to induce prolonged immune tolerance towards a human mAb
conformation-specific antibodies,structure,recognize native conformations of target antigen,structure,stabilizes,1,1,high,"conformation-specific antibodies, by contrast, bind to 3D epitopes, recognizing native conformations of the target antig"
cd19 b-cell levels<1%,sequence,number of attacks,stability,promotes,1,1,high,patients who experienced relapses with CD19 B-cell levels<1% demonstrated a significantly higher number of attacks 1 yea
edss scores>=6,quality_outcome,relapse risk,stability,promotes,1,1,high,patients with EDSS scores>=6 showed a higher relapse risk than those with EDSS scores<6
total number of attacks,quality_outcome,relapses during mAb treatment,stability,promotes,1,1,high,"Cox proportional hazard models identified several significant risk factors for relapses during mAb treatment, including "
